Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Outlet_Establishment_Year,Item_Sales
CR07,85,Low,Cracker,20,V001,Medium,Micro Store - Main,2010,2300
CH01,1000,High,Chicharon,190,V001,Medium,Micro Store - Main,2010,7600
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1925
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,9375
CH01,1000,High,Chicharon,190,V001,Medium,Micro Store - Main,2010,7030
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1750
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,3500
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,10375
BR08,500,Low,Bread,125,L002,Small,Micro Store B,2014,8125
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,1100
BI02,1660,High,Biscuit,304,L002,Small,Micro Store B,2014,23408
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,3375
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,25810
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,8170
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,6640
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,12160
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,20300
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,1520
NS04,500,High,Nuts,85,L002,Small,Micro Store B,2014,5100
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1610
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,13875
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,590
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,1643
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,14
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,280
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,1000
NS12,500,High,Nuts,75,L002,Small,Micro Store B,2014,7050
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,29000
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,15950
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,5415
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,6625
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,8500
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,1220
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,399
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,1015
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,105
NS09,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,7055
NS10,500,High,Nuts,145,L002,Small,Micro Store B,2014,8700
NS11,500,High,Nuts,100,S003,Small,Micro Store C,2016,4900
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,300
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,23780
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,8075
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,2000
NS04,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,850
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,490
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,6250
BI01,2000,High,Biscuit,310,V001,Medium,Micro Store - Main,2010,26040
CR13,85,Low,Cracker,13,V001,Medium,Micro Store - Main,2010,1313
NS05,500,High,Nuts,90,L002,Small,Micro Store B,2014,4320
NS12,500,High,Nuts,75,L002,Small,Micro Store B,2014,150
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,301
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,490
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,10850
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7625
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,1780
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,595
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,9500
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,1445
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,2275
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,11875
CR11,25,Low,Cracker,10,L002,Small,Micro Store B,2014,870
CR14,100,Low,Cracker,53,L002,Small,Micro Store B,2014,3604
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,189
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,2730
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3500
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,6875
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,3600
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,28710
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,6935
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,11875
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,8250
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,1140
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,679
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,9350
NS05,500,High,Nuts,90,S003,Small,Micro Store C,2016,5850
NS06,1000,High,Nuts,200,V001,Medium,Micro Store - Main,2010,13600
BI02,1660,High,Biscuit,304,L002,Small,Micro Store B,2014,15504
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,21170
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,3230
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,5920
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,15080
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,190
NS04,500,High,Nuts,85,L002,Small,Micro Store B,2014,6545
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1610
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,10625
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,40
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,1431
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,13625
BI01,2000,High,Biscuit,310,L002,Small,Micro Store B,2014,8370
CR13,85,Low,Cracker,13,L002,Small,Micro Store B,2014,585
NS05,500,High,Nuts,90,V001,Medium,Micro Store - Main,2010,2250
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,1875
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,18850
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,20590
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,300
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,25536
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,32770
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,7125
NS04,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,5610
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,3115
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,5625
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,1860
CR13,85,Low,Cracker,13,V001,Medium,Micro Store - Main,2010,247
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,5040
BI01,2000,High,Biscuit,310,L002,Small,Micro Store B,2014,7750
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5375
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,1760
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,413
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3535
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,875
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,4256
NS12,500,High,Nuts,75,L002,Small,Micro Store B,2014,900
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,5220
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,10640
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,2560
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,720
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,33440
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,2610
NS11,500,High,Nuts,100,V001,Medium,Micro Store - Main,2010,1600
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,2625
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,2180
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,608
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,22910
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,10925
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,8640
NS03,500,High,Nuts,80,L002,Small,Micro Store B,2014,240
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,3975
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,3375
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,693
CR01,1000,Low,Cracker,195,V001,Medium,Micro Store - Main,2010,17160
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,6000
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,9570
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,7505
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,4480
CR14,100,Low,Cracker,53,L002,Small,Micro Store B,2014,1643
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,511
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,20300
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,6460
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,11600
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,26970
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,7030
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,1625
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,630
CR01,1000,Low,Cracker,195,S003,Small,Micro Store C,2016,10530
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,1875
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,22330
NS01,500,High,Nuts,95,L002,Small,Micro Store B,2014,8455
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,8480
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,2226
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,230
CR14,100,Low,Cracker,53,L002,Small,Micro Store B,2014,4823
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,210
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,707
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,4025
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1015
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7875
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,4030
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,2240
BR07,600,Low,Bread,125,L002,Small,Micro Store B,2014,3750
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,7500
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,17110
NS01,500,High,Nuts,95,L002,Small,Micro Store B,2014,3040
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,7920
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,760
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1890
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1375
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,10375
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,18544
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,750
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,6960
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,2850
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,4320
CR10,25,Low,Cracker,5,V001,Medium,Micro Store - Main,2010,165
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,420
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,3145
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,270
CH08,500,High,Chicharon,100,S003,Small,Micro Store C,2016,900
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,7790
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3430
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,7750
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,22910
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,20880
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,31930
CR13,85,Low,Cracker,13,S003,Small,Micro Store C,2016,936
NS05,500,High,Nuts,90,L002,Small,Micro Store B,2014,2520
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,5325
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,20590
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,14210
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,50
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,6460
NS04,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,510
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,1155
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,12500
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,1030
CR14,100,Low,Cracker,53,L002,Small,Micro Store B,2014,3922
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,7000
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,940
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,15504
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3325
NS08,500,High,Nuts,135,L002,Small,Micro Store B,2014,12150
NS09,500,High,Nuts,85,L002,Small,Micro Store B,2014,2890
NS10,500,High,Nuts,145,V001,Medium,Micro Store - Main,2010,14790
NS11,500,High,Nuts,100,V001,Medium,Micro Store - Main,2010,1700
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,5550
BR09,60,Low,Bread,20,L002,Small,Micro Store B,2014,1040
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,21280
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,756
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,1470
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,105
NS09,500,High,Nuts,85,L002,Small,Micro Store B,2014,2210
NS10,500,High,Nuts,145,V001,Medium,Micro Store - Main,2010,16240
NS11,500,High,Nuts,100,S003,Small,Micro Store C,2016,5600
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,7650
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,12180
CR14,100,Low,Cracker,53,L002,Small,Micro Store B,2014,4028
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,294
CR01,1000,Low,Cracker,195,V001,Medium,Micro Store - Main,2010,1365
CR07,85,Low,Cracker,20,S003,Small,Micro Store C,2016,340
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,2470
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,3325
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,7375
CH01,1000,High,Chicharon,190,V001,Medium,Micro Store - Main,2010,17290
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,595
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,13250
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,13000
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,4500
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,120
BI02,1660,High,Biscuit,304,L002,Small,Micro Store B,2014,30400
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,2550
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,27550
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,10070
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3605
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5125
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,11780
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3745
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5750
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,9750
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,10640
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,5925
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,10730
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,5605
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,8325
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,31900
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,30160
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,4655
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,2750
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,320
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,20976
NS12,500,High,Nuts,75,L002,Small,Micro Store B,2014,300
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,31610
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,1520
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,870
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,9405
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,2400
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,4876
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,623
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3080
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,1820
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,1325
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,504
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3675
NS08,500,High,Nuts,135,S003,Small,Micro Store C,2016,12150
NS09,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,5610
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,23780
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,7315
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,450
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,19430
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,7410
CR11,25,Low,Cracker,10,L002,Small,Micro Store B,2014,310
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,5989
CR11,25,Low,Cracker,10,V001,Medium,Micro Store - Main,2010,510
NS01,500,High,Nuts,95,L002,Small,Micro Store B,2014,6650
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,3315
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,2275
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,12500
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,17024
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,32770
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,6365
NS03,500,High,Nuts,80,L002,Small,Micro Store B,2014,6640
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,4558
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,511
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,3010
NS08,500,High,Nuts,135,S003,Small,Micro Store C,2016,12015
NS09,500,High,Nuts,85,S003,Small,Micro Store C,2016,2975
NS10,500,High,Nuts,145,V001,Medium,Micro Store - Main,2010,1740
NS11,500,High,Nuts,100,V001,Medium,Micro Store - Main,2010,5700
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,5475
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,21170
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,28420
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,3895
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,9750
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,665
CR01,1000,Low,Cracker,195,V001,Medium,Micro Store - Main,2010,16770
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,2475
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,24650
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,1340
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,26448
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,35
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,210
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3605
NS09,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,9775
NS10,500,High,Nuts,145,L002,Small,Micro Store B,2014,6090
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,5520
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,10250
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,2975
BI01,2000,High,Biscuit,310,V001,Medium,Micro Store - Main,2010,26350
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,8550
NS04,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,1105
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,1225
CR11,25,Low,Cracker,10,L002,Small,Micro Store B,2014,560
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,112
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,2205
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,240
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,15725
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,1650
NS08,500,High,Nuts,135,V001,Medium,Micro Store - Main,2010,1215
NS09,500,High,Nuts,85,S003,Small,Micro Store C,2016,4930
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,2180
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,2128
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,20300
NS10,500,High,Nuts,145,V001,Medium,Micro Store - Main,2010,8265
NS11,500,High,Nuts,100,V001,Medium,Micro Store - Main,2010,4600
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,1875
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,9690
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,2800
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,18810
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,2660
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,11625
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,13250
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,7904
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,3225
NS09,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,6545
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,30160
NS01,500,High,Nuts,95,L002,Small,Micro Store B,2014,9595
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,6750
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,24940
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,4845
CR11,25,Low,Cracker,10,V001,Medium,Micro Store - Main,2010,80
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,1166
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,560
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3290
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,4255
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,1455
CH08,500,High,Chicharon,100,L002,Small,Micro Store B,2014,5600
CH01,1000,High,Chicharon,190,V001,Medium,Micro Store - Main,2010,2660
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3850
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,2500
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,29580
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,16820
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3570
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,3250
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,5000
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,3000
BR09,60,Low,Bread,20,L002,Small,Micro Store B,2014,500
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,6992
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,8400
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,2030
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,5125
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5500
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,34352
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,8550
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,18850
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,1995
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,5120
CR10,25,Low,Cracker,5,V001,Medium,Micro Store - Main,2010,85
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,2140
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,6992
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,2775
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,7830
NS01,500,High,Nuts,95,L002,Small,Micro Store B,2014,2375
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,4000
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,1520
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,6090
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,8930
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,4335
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,12710
CR13,85,Low,Cracker,13,S003,Small,Micro Store C,2016,1053
NS05,500,High,Nuts,90,V001,Medium,Micro Store - Main,2010,2340
NS12,500,High,Nuts,75,L002,Small,Micro Store B,2014,6900
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,4060
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,20880
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,640
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,4256
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,23490
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,190
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,27360
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,6380
